state,county,candidate,party,total_votes,won,candidate_2
California,Contra Costa County,Rocky De La Fuente,ALI,1868,FALSE,Other
California,Contra Costa County,Gloria La Riva,PSL,1231,FALSE,Other
California,Del Norte County,Donald Trump,REP,6434,TRUE,Donald Trump
California,Del Norte County,Joe Biden,DEM,4656,FALSE,Joe Biden
California,Del Norte County,Jo Jorgensen,LIB,149,FALSE,Other
California,Del Norte County,Howie Hawkins,GRN,78,FALSE,Other
California,Del Norte County,Rocky De La Fuente,ALI,53,FALSE,Other
California,Del Norte County,Gloria La Riva,PSL,33,FALSE,Other
California,El Dorado County,Donald Trump,REP,61614,TRUE,Donald Trump
California,El Dorado County,Joe Biden,DEM,51473,FALSE,Joe Biden
California,El Dorado County,Jo Jorgensen,LIB,1865,FALSE,Other
California,El Dorado County,Howie Hawkins,GRN,457,FALSE,Other
California,El Dorado County,Rocky De La Fuente,ALI,237,FALSE,Other
California,El Dorado County,Gloria La Riva,PSL,107,FALSE,Other
Colorado,Clear Creek County,Joe Biden,DEM,3603,TRUE,Joe Biden
Colorado,Clear Creek County,Donald Trump,REP,2753,FALSE,Donald Trump
Colorado,Clear Creek County,Jo Jorgensen,LIB,113,FALSE,Other
Colorado,Clear Creek County,Howie Hawkins,GRN,23,FALSE,Other
Colorado,Clear Creek County,Kanye West,IND,10,FALSE,Other
Colorado,Clear Creek County,Don Blankenship,CST,9,FALSE,Other
Colorado,Clear Creek County,Mark Charles,IND,7,FALSE,Other
Colorado,Clear Creek County,Brian Carroll,ASP,5,FALSE,Other
Colorado,Clear Creek County,Dario Hunter,PRG,5,FALSE,Other
Colorado,Clear Creek County,Phil Collins,PRO,3,FALSE,Other
Colorado,Clear Creek County,Bill Hammons,UTY,3,FALSE,Other
Colorado,Clear Creek County,Joe McHugh,UNA,3,FALSE,Other
Colorado,Clear Creek County,Rocky De La Fuente,ALI,2,FALSE,Other
Colorado,Clear Creek County,Gloria La Riva,PSL,2,FALSE,Other
Colorado,Clear Creek County,Blake Huber,APV,1,FALSE,Other
Colorado,Clear Creek County,Princess Jacob-Fambro,UNA,1,FALSE,Other
Colorado,Clear Creek County,Joseph Kishore,SEP,1,FALSE,Other
Colorado,Clear Creek County,Kyle Kopitke,IAP,1,FALSE,Other
Colorado,Clear Creek County,Alyson Kennedy,SWP,0,FALSE,Other
Colorado,Clear Creek County,Brock Pierce,IND,0,FALSE,Other
Colorado,Clear Creek County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Conejos County,Donald Trump,REP,2286,TRUE,Donald Trump
Colorado,Conejos County,Joe Biden,DEM,1959,FALSE,Joe Biden
Colorado,Conejos County,Jo Jorgensen,LIB,34,FALSE,Other
Colorado,Conejos County,Don Blankenship,CST,15,FALSE,Other
Colorado,Conejos County,Kanye West,IND,10,FALSE,Other
Colorado,Conejos County,Howie Hawkins,GRN,9,FALSE,Other
Colorado,Conejos County,Mark Charles,IND,5,FALSE,Other
Colorado,Conejos County,Rocky De La Fuente,ALI,4,FALSE,Other
Colorado,Conejos County,Brian Carroll,ASP,2,FALSE,Other
Colorado,Conejos County,Princess Jacob-Fambro,UNA,2,FALSE,Other
Colorado,Conejos County,Gloria La Riva,PSL,2,FALSE,Other
Colorado,Conejos County,Joe McHugh,UNA,2,FALSE,Other
Colorado,Conejos County,Phil Collins,PRO,1,FALSE,Other
Colorado,Conejos County,Bill Hammons,UTY,1,FALSE,Other
Colorado,Conejos County,Joseph Kishore,SEP,1,FALSE,Other
Colorado,Conejos County,Blake Huber,APV,0,FALSE,Other
Colorado,Conejos County,Dario Hunter,PRG,0,FALSE,Other
Colorado,Conejos County,Alyson Kennedy,SWP,0,FALSE,Other
Colorado,Conejos County,Kyle Kopitke,IAP,0,FALSE,Other
Colorado,Conejos County,Brock Pierce,IND,0,FALSE,Other
Colorado,Conejos County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Costilla County,Joe Biden,DEM,1311,TRUE,Joe Biden
Colorado,Costilla County,Donald Trump,REP,741,FALSE,Donald Trump
Colorado,Costilla County,Jo Jorgensen,LIB,15,FALSE,Other
Colorado,Costilla County,Don Blankenship,CST,8,FALSE,Other
Colorado,Costilla County,Kanye West,IND,5,FALSE,Other
Colorado,Costilla County,Howie Hawkins,GRN,4,FALSE,Other
Colorado,Costilla County,Mark Charles,IND,2,FALSE,Other
Colorado,Costilla County,Bill Hammons,UTY,2,FALSE,Other
Colorado,Costilla County,Joseph Kishore,SEP,2,FALSE,Other
Colorado,Costilla County,Rocky De La Fuente,ALI,1,FALSE,Other
Colorado,Costilla County,Dario Hunter,PRG,1,FALSE,Other
Colorado,Costilla County,Kyle Kopitke,IAP,1,FALSE,Other
Colorado,Costilla County,Gloria La Riva,PSL,1,FALSE,Other
Colorado,Costilla County,Brian Carroll,ASP,0,FALSE,Other
Colorado,Costilla County,Phil Collins,PRO,0,FALSE,Other
Colorado,Costilla County,Blake Huber,APV,0,FALSE,Other
Colorado,Costilla County,Princess Jacob-Fambro,UNA,0,FALSE,Other
Colorado,Costilla County,Alyson Kennedy,SWP,0,FALSE,Other
Colorado,Costilla County,Joe McHugh,UNA,0,FALSE,Other
Colorado,Costilla County,Brock Pierce,IND,0,FALSE,Other
Colorado,Costilla County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Crowley County,Donald Trump,REP,1271,TRUE,Donald Trump
Colorado,Crowley County,Joe Biden,DEM,437,FALSE,Joe Biden
Colorado,Crowley County,Jo Jorgensen,LIB,22,FALSE,Other
Colorado,Crowley County,Kanye West,IND,8,FALSE,Other
Colorado,Crowley County,Don Blankenship,CST,3,FALSE,Other
Colorado,Crowley County,Bill Hammons,UTY,3,FALSE,Other
Colorado,Crowley County,Mark Charles,IND,2,FALSE,Other
Colorado,Crowley County,Princess Jacob-Fambro,UNA,2,FALSE,Other
Colorado,Crowley County,Phil Collins,PRO,1,FALSE,Other
Colorado,Crowley County,Joe McHugh,UNA,1,FALSE,Other
Colorado,Crowley County,Brian Carroll,ASP,0,FALSE,Other
Colorado,Crowley County,Rocky De La Fuente,ALI,0,FALSE,Other
Colorado,Crowley County,Howie Hawkins,GRN,0,FALSE,Other
Colorado,Crowley County,Blake Huber,APV,0,FALSE,Other
Colorado,Crowley County,Dario Hunter,PRG,0,FALSE,Other
Colorado,Crowley County,Alyson Kennedy,SWP,0,FALSE,Other
Colorado,Crowley County,Joseph Kishore,SEP,0,FALSE,Other
Colorado,Crowley County,Kyle Kopitke,IAP,0,FALSE,Other
Colorado,Crowley County,Gloria La Riva,PSL,0,FALSE,Other
Colorado,Crowley County,Brock Pierce,IND,0,FALSE,Other
Colorado,Crowley County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Custer County,Donald Trump,REP,2471,TRUE,Donald Trump
Colorado,Custer County,Joe Biden,DEM,1111,FALSE,Joe Biden
Colorado,Custer County,Jo Jorgensen,LIB,29,FALSE,Other
Colorado,Custer County,Don Blankenship,CST,5,FALSE,Other
Colorado,Custer County,Howie Hawkins,GRN,5,FALSE,Other
Colorado,Custer County,Bill Hammons,UTY,4,FALSE,Other
Colorado,Custer County,Brian Carroll,ASP,2,FALSE,Other
Colorado,Custer County,Mark Charles,IND,1,FALSE,Other
Colorado,Custer County,Phil Collins,PRO,1,FALSE,Other
Colorado,Custer County,Joe McHugh,UNA,1,FALSE,Other
Colorado,Custer County,Rocky De La Fuente,ALI,0,FALSE,Other
Colorado,Custer County,Blake Huber,APV,0,FALSE,Other
Colorado,Custer County,Dario Hunter,PRG,0,FALSE,Other
Colorado,Custer County,Princess Jacob-Fambro,UNA,0,FALSE,Other
Colorado,Custer County,Alyson Kennedy,SWP,0,FALSE,Other
Colorado,Custer County,Joseph Kishore,SEP,0,FALSE,Other
Colorado,Custer County,Kyle Kopitke,IAP,0,FALSE,Other
Colorado,Custer County,Gloria La Riva,PSL,0,FALSE,Other
Colorado,Custer County,Brock Pierce,IND,0,FALSE,Other
Colorado,Custer County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Custer County,Kanye West,IND,0,FALSE,Other
Colorado,Delta County,Donald Trump,REP,13081,TRUE,Donald Trump
Colorado,Delta County,Joe Biden,DEM,5887,FALSE,Joe Biden
Colorado,Delta County,Jo Jorgensen,LIB,218,FALSE,Other
Colorado,Delta County,Howie Hawkins,GRN,45,FALSE,Other
Colorado,Delta County,Don Blankenship,CST,34,FALSE,Other
Colorado,Delta County,Kanye West,IND,32,FALSE,Other
Colorado,Delta County,Mark Charles,IND,12,FALSE,Other
Colorado,Delta County,Bill Hammons,UTY,11,FALSE,Other
Colorado,Delta County,Blake Huber,APV,9,FALSE,Other
Colorado,Delta County,Kyle Kopitke,IAP,7,FALSE,Other
Colorado,Delta County,Brian Carroll,ASP,6,FALSE,Other
Colorado,Delta County,Phil Collins,PRO,5,FALSE,Other
Colorado,Delta County,Brock Pierce,IND,5,FALSE,Other
Colorado,Delta County,Dario Hunter,PRG,4,FALSE,Other
Colorado,Delta County,Joe McHugh,UNA,4,FALSE,Other
Colorado,Delta County,Rocky De La Fuente,ALI,3,FALSE,Other
Colorado,Delta County,Princess Jacob-Fambro,UNA,2,FALSE,Other
Colorado,Delta County,Gloria La Riva,PSL,2,FALSE,Other
Colorado,Delta County,Alyson Kennedy,SWP,1,FALSE,Other
Colorado,Delta County,Joseph Kishore,SEP,1,FALSE,Other
Colorado,Delta County,Jordan Scott,UNA,1,FALSE,Other
Colorado,Denver County,Joe Biden,DEM,313292,TRUE,Joe Biden
Colorado,Denver County,Donald Trump,REP,71617,FALSE,Donald Trump
Colorado,Denver County,Jo Jorgensen,LIB,4870,FALSE,Other
Colorado,Denver County,Howie Hawkins,GRN,1230,FALSE,Other
Colorado,Denver County,Kanye West,IND,976,FALSE,Other
Colorado,Denver County,Don Blankenship,CST,314,FALSE,Other
Colorado,Denver County,Gloria La Riva,PSL,287,FALSE,Other
Colorado,Denver County,Brian Carroll,ASP,242,FALSE,Other
Colorado,Denver County,Bill Hammons,UTY,222,FALSE,Other
Colorado,Denver County,Mark Charles,IND,180,FALSE,Other
Colorado,Denver County,Princess Jacob-Fambro,UNA,87,FALSE,Other
Colorado,Denver County,Kyle Kopitke,IAP,70,FALSE,Other
Colorado,Denver County,Phil Collins,PRO,63,FALSE,Other
Colorado,Denver County,Alyson Kennedy,SWP,61,FALSE,Other
Colorado,Denver County,Rocky De La Fuente,ALI,60,FALSE,Other
Colorado,Denver County,Brock Pierce,IND,60,FALSE,Other
Colorado,Denver County,Blake Huber,APV,55,FALSE,Other
Colorado,Denver County,Dario Hunter,PRG,49,FALSE,Other
Colorado,Denver County,Joseph Kishore,SEP,39,FALSE,Other
Colorado,Denver County,Joe McHugh,UNA,34,FALSE,Other
Colorado,Denver County,Jordan Scott,UNA,16,FALSE,Other
Colorado,Dolores County,Donald Trump,REP,1089,TRUE,Donald Trump
Colorado,Dolores County,Joe Biden,DEM,341,FALSE,Joe Biden
Colorado,Dolores County,Don Blankenship,CST,5,FALSE,Other
Colorado,Dolores County,Jo Jorgensen,LIB,5,FALSE,Other
Colorado,Dolores County,Kanye West,IND,3,FALSE,Other
Colorado,Dolores County,Mark Charles,IND,2,FALSE,Other
Colorado,Dolores County,Joe McHugh,UNA,2,FALSE,Other
Colorado,Dolores County,Bill Hammons,UTY,1,FALSE,Other
Colorado,Dolores County,Howie Hawkins,GRN,1,FALSE,Other
Colorado,Dolores County,Brian Carroll,ASP,0,FALSE,Other
Colorado,Dolores County,Phil Collins,PRO,0,FALSE,Other
Colorado,Dolores County,Rocky De La Fuente,ALI,0,FALSE,Other
Colorado,Dolores County,Blake Huber,APV,0,FALSE,Other
Colorado,Dolores County,Dario Hunter,PRG,0,FALSE,Other
Colorado,Dolores County,Princess Jacob-Fambro,UNA,0,FALSE,Other
Colorado,Dolores County,Alyson Kennedy,SWP,0,FALSE,Other
Colorado,Dolores County,Joseph Kishore,SEP,0,FALSE,Other
Colorado,Dolores County,Kyle Kopitke,IAP,0,FALSE,Other
Colorado,Dolores County,Gloria La Riva,PSL,0,FALSE,Other
Colorado,Dolores County,Brock Pierce,IND,0,FALSE,Other
Colorado,Dolores County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Douglas County,Donald Trump,REP,120661,TRUE,Donald Trump
Colorado,Douglas County,Joe Biden,DEM,104199,FALSE,Joe Biden
Colorado,Douglas County,Jo Jorgensen,LIB,3683,FALSE,Other
Colorado,Douglas County,Kanye West,IND,468,FALSE,Other
Colorado,Douglas County,Howie Hawkins,GRN,426,FALSE,Other
Colorado,Douglas County,Don Blankenship,CST,301,FALSE,Other
Colorado,Douglas County,Bill Hammons,UTY,208,FALSE,Other
Colorado,Douglas County,Brian Carroll,ASP,195,FALSE,Other
Colorado,Douglas County,Mark Charles,IND,74,FALSE,Other
Colorado,Douglas County,Brock Pierce,IND,39,FALSE,Other
Colorado,Douglas County,Joe McHugh,UNA,38,FALSE,Other
Colorado,Douglas County,Kyle Kopitke,IAP,37,FALSE,Other
Colorado,Douglas County,Rocky De La Fuente,ALI,33,FALSE,Other
Colorado,Douglas County,Gloria La Riva,PSL,30,FALSE,Other
Colorado,Douglas County,Princess Jacob-Fambro,UNA,20,FALSE,Other
Colorado,Douglas County,Phil Collins,PRO,19,FALSE,Other
Colorado,Douglas County,Blake Huber,APV,13,FALSE,Other
Colorado,Douglas County,Dario Hunter,PRG,10,FALSE,Other
Colorado,Douglas County,Alyson Kennedy,SWP,10,FALSE,Other
Colorado,Douglas County,Jordan Scott,UNA,9,FALSE,Other
Colorado,Douglas County,Joseph Kishore,SEP,5,FALSE,Other
Colorado,Eagle County,Joe Biden,DEM,18588,TRUE,Joe Biden
Colorado,Eagle County,Donald Trump,REP,9891,FALSE,Donald Trump
Colorado,Eagle County,Jo Jorgensen,LIB,377,FALSE,Other
Colorado,Eagle County,Kanye West,IND,79,FALSE,Other
Colorado,Eagle County,Howie Hawkins,GRN,78,FALSE,Other
Colorado,Eagle County,Don Blankenship,CST,34,FALSE,Other
Colorado,Eagle County,Bill Hammons,UTY,32,FALSE,Other
Colorado,Eagle County,Mark Charles,IND,16,FALSE,Other
Colorado,Eagle County,Brian Carroll,ASP,10,FALSE,Other
Colorado,Eagle County,Brock Pierce,IND,6,FALSE,Other
Colorado,Eagle County,Kyle Kopitke,IAP,5,FALSE,Other
Colorado,Eagle County,Alyson Kennedy,SWP,4,FALSE,Other
Colorado,Eagle County,Phil Collins,PRO,3,FALSE,Other
Colorado,Eagle County,Rocky De La Fuente,ALI,3,FALSE,Other
Colorado,Eagle County,Dario Hunter,PRG,3,FALSE,Other
Colorado,Eagle County,Gloria La Riva,PSL,3,FALSE,Other
Colorado,Eagle County,Joe McHugh,UNA,3,FALSE,Other
Colorado,Eagle County,Blake Huber,APV,2,FALSE,Other
Colorado,Eagle County,Princess Jacob-Fambro,UNA,1,FALSE,Other
Colorado,Eagle County,Joseph Kishore,SEP,1,FALSE,Other
Colorado,Eagle County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Adams County,Joe Biden,DEM,134202,TRUE,Joe Biden
Colorado,Adams County,Donald Trump,REP,95657,FALSE,Donald Trump
Colorado,Adams County,Jo Jorgensen,LIB,3731,FALSE,Other
Colorado,Adams County,Howie Hawkins,GRN,744,FALSE,Other
Colorado,Adams County,Kanye West,IND,729,FALSE,Other
Colorado,Adams County,Don Blankenship,CST,455,FALSE,Other
Colorado,Adams County,Bill Hammons,UTY,264,FALSE,Other
Colorado,Adams County,Mark Charles,IND,197,FALSE,Other
Colorado,Adams County,Brian Carroll,ASP,160,FALSE,Other
Colorado,Adams County,Kyle Kopitke,IAP,102,FALSE,Other
Colorado,Adams County,Gloria La Riva,PSL,90,FALSE,Other
Colorado,Adams County,Rocky De La Fuente,ALI,72,FALSE,Other
Colorado,Adams County,Joe McHugh,UNA,60,FALSE,Other
Colorado,Adams County,Brock Pierce,IND,51,FALSE,Other
Colorado,Adams County,Phil Collins,PRO,46,FALSE,Other
Colorado,Adams County,Princess Jacob-Fambro,UNA,40,FALSE,Other
Colorado,Adams County,Dario Hunter,PRG,38,FALSE,Other
Colorado,Adams County,Blake Huber,APV,37,FALSE,Other
Colorado,Adams County,Alyson Kennedy,SWP,24,FALSE,Other
Colorado,Adams County,Jordan Scott,UNA,23,FALSE,Other
Colorado,Adams County,Joseph Kishore,SEP,13,FALSE,Other
Colorado,Elbert County,Donald Trump,REP,14027,TRUE,Donald Trump
Colorado,Elbert County,Joe Biden,DEM,4490,FALSE,Joe Biden
Colorado,Elbert County,Jo Jorgensen,LIB,306,FALSE,Other
Colorado,Elbert County,Kanye West,IND,33,FALSE,Other
Colorado,Elbert County,Howie Hawkins,GRN,31,FALSE,Other
Colorado,Elbert County,Don Blankenship,CST,30,FALSE,Other
Colorado,Elbert County,Bill Hammons,UTY,15,FALSE,Other
Colorado,Elbert County,Mark Charles,IND,11,FALSE,Other
Colorado,Elbert County,Brian Carroll,ASP,6,FALSE,Other
Colorado,Elbert County,Dario Hunter,PRG,6,FALSE,Other
Colorado,Elbert County,Blake Huber,APV,4,FALSE,Other
Colorado,Elbert County,Kyle Kopitke,IAP,4,FALSE,Other
Colorado,Elbert County,Gloria La Riva,PSL,4,FALSE,Other
Colorado,Elbert County,Joe McHugh,UNA,4,FALSE,Other
Colorado,Elbert County,Brock Pierce,IND,4,FALSE,Other
Colorado,Elbert County,Phil Collins,PRO,3,FALSE,Other
Colorado,Elbert County,Princess Jacob-Fambro,UNA,2,FALSE,Other
Colorado,Elbert County,Rocky De La Fuente,ALI,1,FALSE,Other
Colorado,Elbert County,Alyson Kennedy,SWP,1,FALSE,Other
Colorado,Elbert County,Jordan Scott,UNA,1,FALSE,Other
Colorado,Elbert County,Joseph Kishore,SEP,0,FALSE,Other
Colorado,El Paso County,Donald Trump,REP,202560,TRUE,Donald Trump
Colorado,El Paso County,Joe Biden,DEM,161636,FALSE,Joe Biden
Colorado,El Paso County,Jo Jorgensen,LIB,9237,FALSE,Other
Colorado,El Paso County,Howie Hawkins,GRN,1132,FALSE,Other
Colorado,El Paso County,Kanye West,IND,1091,FALSE,Other
Colorado,El Paso County,Don Blankenship,CST,701,FALSE,Other
Colorado,El Paso County,Brian Carroll,ASP,466,FALSE,Other
Colorado,El Paso County,Bill Hammons,UTY,359,FALSE,Other
Colorado,El Paso County,Mark Charles,IND,296,FALSE,Other
Colorado,El Paso County,Rocky De La Fuente,ALI,94,FALSE,Other
Colorado,El Paso County,Gloria La Riva,PSL,90,FALSE,Other
Colorado,El Paso County,Joe McHugh,UNA,89,FALSE,Other
Colorado,El Paso County,Kyle Kopitke,IAP,87,FALSE,Other
Colorado,El Paso County,Phil Collins,PRO,77,FALSE,Other
Colorado,El Paso County,Princess Jacob-Fambro,UNA,73,FALSE,Other
Colorado,El Paso County,Brock Pierce,IND,69,FALSE,Other
Colorado,El Paso County,Dario Hunter,PRG,47,FALSE,Other
Colorado,El Paso County,Alyson Kennedy,SWP,43,FALSE,Other
Colorado,El Paso County,Blake Huber,APV,35,FALSE,Other
Colorado,El Paso County,Jordan Scott,UNA,33,FALSE,Other
Colorado,El Paso County,Joseph Kishore,SEP,19,FALSE,Other
Colorado,Fremont County,Donald Trump,REP,17517,TRUE,Donald Trump
Colorado,Fremont County,Joe Biden,DEM,7369,FALSE,Joe Biden
Colorado,Fremont County,Jo Jorgensen,LIB,397,FALSE,Other
Colorado,Fremont County,Don Blankenship,CST,60,FALSE,Other
Colorado,Fremont County,Howie Hawkins,GRN,59,FALSE,Other
Colorado,Fremont County,Kanye West,IND,54,FALSE,Other
Colorado,Fremont County,Mark Charles,IND,24,FALSE,Other
Colorado,Fremont County,Bill Hammons,UTY,22,FALSE,Other
Colorado,Fremont County,Brian Carroll,ASP,11,FALSE,Other
Colorado,Fremont County,Phil Collins,PRO,11,FALSE,Other
Colorado,Fremont County,Brock Pierce,IND,6,FALSE,Other
Colorado,Fremont County,Kyle Kopitke,IAP,5,FALSE,Other
Colorado,Fremont County,Gloria La Riva,PSL,5,FALSE,Other
Colorado,Fremont County,Joe McHugh,UNA,5,FALSE,Other
Colorado,Fremont County,Princess Jacob-Fambro,UNA,4,FALSE,Other
Colorado,Fremont County,Dario Hunter,PRG,3,FALSE,Other
Colorado,Fremont County,Alyson Kennedy,SWP,3,FALSE,Other
Colorado,Fremont County,Rocky De La Fuente,ALI,1,FALSE,Other
Colorado,Fremont County,Blake Huber,APV,1,FALSE,Other
Colorado,Fremont County,Joseph Kishore,SEP,0,FALSE,Other
Colorado,Fremont County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Garfield County,Joe Biden,DEM,15427,TRUE,Joe Biden
Colorado,Garfield County,Donald Trump,REP,14717,FALSE,Donald Trump
Colorado,Garfield County,Jo Jorgensen,LIB,424,FALSE,Other
Colorado,Garfield County,Howie Hawkins,GRN,99,FALSE,Other
Colorado,Garfield County,Kanye West,IND,75,FALSE,Other
Colorado,Garfield County,Don Blankenship,CST,60,FALSE,Other
Colorado,Garfield County,Bill Hammons,UTY,26,FALSE,Other
Colorado,Garfield County,Mark Charles,IND,21,FALSE,Other
Colorado,Garfield County,Brian Carroll,ASP,11,FALSE,Other
Colorado,Garfield County,Kyle Kopitke,IAP,8,FALSE,Other
Colorado,Garfield County,Brock Pierce,IND,7,FALSE,Other
Colorado,Garfield County,Phil Collins,PRO,5,FALSE,Other
Colorado,Garfield County,Blake Huber,APV,5,FALSE,Other
Colorado,Garfield County,Dario Hunter,PRG,4,FALSE,Other
Colorado,Garfield County,Joe McHugh,UNA,4,FALSE,Other
Colorado,Garfield County,Alyson Kennedy,SWP,3,FALSE,Other
Colorado,Garfield County,Gloria La Riva,PSL,3,FALSE,Other
Colorado,Garfield County,Princess Jacob-Fambro,UNA,2,FALSE,Other
Colorado,Garfield County,Joseph Kishore,SEP,2,FALSE,Other
Colorado,Garfield County,Rocky De La Fuente,ALI,1,FALSE,Other
Colorado,Garfield County,Jordan Scott,UNA,0,FALSE,Other
Colorado,Gilpin County,Joe Biden,DEM,2222,TRUE,Joe Biden
Colorado,Gilpin County,Donald Trump,REP,1833,FALSE,Donald Trump
Colorado,Gilpin County,Jo Jorgensen,LIB,70,FALSE,Other
